"Code","Description","Condition","Sub-condition"
"Xa9AM","Acute leukaemia","Haematological malignancies",""
"Xa9FC","Malignant lymphoma, follicular centre cell","Haematological malignancies",""
"Xaa1N","Clinical stage A chronic lymphocytic leukaemia","Haematological malignancies",""
"Xaa1O","Clinical stage B chronic lymphocytic leukaemia","Haematological malignancies",""
"Xaa1P","Clinical stage C chronic lymphocytic leukaemia","Haematological malignancies",""
"XaBAk","Malignant mastocytosis","Haematological malignancies",""
"XaBAl","Erythroleukaemia","Haematological malignancies",""
"XaBB3","Plasma cell leukaemia","Haematological malignancies",""
"XaBBN","Malignant lymphoma - lymphoplasmacytic","Haematological malignancies",""
"XaBBu","Idiopathic thrombocythaemia","Haematological malignancies",""
"XaBLw","Follicular non-Hodgkin's lymphoma","Haematological malignancies",""
"XaBLx","Plasmacytoma NOS","Haematological malignancies",""
"XaBLz","[M]Waldenstrom's macroglobulinaemia","Haematological malignancies",""
"XaC2n","[M]Hodgkin's disease NOS","Haematological malignancies",""
"XaE68","Ocular lymphoma","Haematological malignancies",""
"XaELI","Lambda light chain myeloma","Haematological malignancies",""
"XaImp","Lymphoma stage I","Haematological malignancies",""
"XaImr","Lymphoma stage III","Haematological malignancies",""
"XaIms","Lymphoma stage IV","Haematological malignancies",""
"XaIt4","Benign paraproteinaemia","Haematological malignancies",""
"XaPQD","Mantle cell lymphoma","Haematological malignancies",""
"XaYii","Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue","Haematological malignancies",""
"XaYij","Follicular lymphoma grade 1","Haematological malignancies",""
"XaYiK","Myelodysplastic and myeloproliferative disease","Haematological malignancies",""
"XaYil","Follicular lymphoma grade 3a","Haematological malignancies",""
"XaYin","Cutaneous follicle centre lymphoma","Haematological malignancies",""
"XaYis","Atypical chronic myeloid leukaemia, BCR/ABL negative","Haematological malignancies",""
"XaYj4","Acute myeloid leukaemia with myelodysplasia-related changes","Haematological malignancies",""
"XaZdD","Follicular lymphoma grade 3","Haematological malignancies",""
"XaZdF","Follicular lymphoma grade 2","Haematological malignancies",""
"XaZdn","Diffuse large B-cell lymphoma","Haematological malignancies",""
"XE11b","Monoclonal paraproteinaemia","Haematological malignancies",""
"XE13I","(Plasma protein metabolism disorder: & [hyperproteinaemia] or [hypoproteinaemia]) or (Waldenstrom's macroglobulinaemia)","Haematological malignancies",""
"XE1vo","Malignant tumour of lymphoid haemopoietic and related tissue","Haematological malignancies",""
"XE1wf","[M]Malignant lymphoma, nodular NOS","Haematological malignancies",""
"XE1wP","Neoplasm of uncertain behaviour of plasma cells","Haematological malignancies",""
"XE20J","(Lymphatic tissue carcinoma) or (lymphoma)","Haematological malignancies",""
"XE20N","Multiple myeloma etc.","Haematological malignancies",""
"XE20R","Leukaemia: [lymphoid] or [monocytic] or [myeloid] or [specific cell type]","Haematological malignancies",""
"XE20T","Leukaemia - specif. cell NOS","Haematological malignancies",""
"XE2t9","[X]Non-Hodgkin's lymphoma, unspecified type","Haematological malignancies",""
"ZV106","[V]Personal history of leukaemia","Haematological malignancies",""
"ZV107","[V]Personal history of other lymphatic or haematopoietic neoplasm","Haematological malignancies",""
