"Code","Description","Condition","Sub-condition"
"B132.","Malignant tumour of descending colon","Solid organ malignancies",""
"B133.","Malignant tumour of sigmoid colon","Solid organ malignancies",""
"B134.","Malignant neoplasm of caecum (& carcinoma)","Solid organ malignancies",""
"B135.","Malignant tumour of appendix","Solid organ malignancies",""
"B136.","Malignant tumour of ascending colon","Solid organ malignancies",""
"B137.","Malignant tumour of splenic flexure","Solid organ malignancies",""
"B13y.","Malignant neoplasm of other specified sites of colon","Solid organ malignancies",""
"B13z.","Malignant neoplasm of colon (& NOS)","Solid organ malignancies",""
"B14..","Malignant neoplasm of rectum, rectosigmoid junction and anus","Solid organ malignancies",""
"B140.","Malignant tumour of rectosigmoid junction","Solid organ malignancies",""
"B141.","Malignant neoplasm of rectum (& carcinoma)","Solid organ malignancies",""
"B143.","Malignant neoplasm of anus unspecified","Solid organ malignancies",""
"B14z.","Malignant neoplasm of rectum, rectosigmoid junction and anus NOS","Solid organ malignancies",""
"B150.","Primary malignant neoplasm of liver","Solid organ malignancies",""
"B1500","Primary carcinoma of liver","Solid organ malignancies",""
"B1503","Hepatocellular carcinoma","Solid organ malignancies",""
"B150z","Primary malignant neoplasm of liver NOS","Solid organ malignancies",""
"B1513","Malignant neoplasm of intrahepatic canaliculi","Solid organ malignancies",""
"B151z","Malignant neoplasm of intrahepatic bile ducts NOS","Solid organ malignancies",""
"B152.","Malignant neoplasm of liver unspecified","Solid organ malignancies",""
"B16..","Malignant tumour of biliary tract","Solid organ malignancies",""
"B161.","Malignant tumour of extrahepatic bile duct","Solid organ malignancies",""
"B1611","Malignant neoplasm of hepatic duct","Solid organ malignancies",""
"B162.","Malignant tumour of ampulla of Vater","Solid organ malignancies",""
"B163.","Malignant neoplasm, overlapping lesion of biliary tract","Solid organ malignancies",""
"B16y.","Malignant neoplasm of other gallbladder and extrahepatic bile ducts","Solid organ malignancies",""
"B16z.","Malignant neoplasm of gallbladder and extrahepatic bile ducts NOS","Solid organ malignancies",""
"B17..","Malignant tumour of pancreas","Solid organ malignancies",""
"B170.","Malignant tumour of head of pancreas","Solid organ malignancies",""
"B171.","Malignant tumour of body of pancreas","Solid organ malignancies",""
"B172.","Malignant tumour of tail of pancreas","Solid organ malignancies",""
"B173.","Malignant tumour of pancreatic duct","Solid organ malignancies",""
"B17z.","Malignant neoplasm of pancreas NOS","Solid organ malignancies",""
"B18..","Malignant tumour of peritoneum and retroperitoneum","Solid organ malignancies",""
"B180.","Malignant retroperitoneal tumour","Solid organ malignancies",""
"B182.","Overlapping malignant lesion of retroperitoneum and peritoneum","Solid organ malignancies",""
"B18y.","Malignant neoplasm of specified parts of peritoneum","Solid organ malignancies",""
"B18y3","Malignant neoplasm of omentum","Solid organ malignancies",""
"B18y5","Malignant neoplasm of pelvic peritoneum","Solid organ malignancies",""
"B18yz","Malignant neoplasm of specified parts of peritoneum NOS","Solid organ malignancies",""
"B1z0.","Malignant neoplasm of intestinal tract, part unspecified","Solid organ malignancies",""
"B1zz.","Malignant neoplasm of digestive tract and peritoneum NOS","Solid organ malignancies",""
"B2...","Malignant neoplasm of respiratory tract and intrathoracic organs (& [carcinoma of respiratory tract and intrathoracic organs])","Solid organ malignancies",""
"B2002","Malignant tumour of nasal septum","Solid organ malignancies",""
"B2003","Malignant tumour of nasal vestibule","Solid organ malignancies",""
"B2013","Malignant tumour of mastoid air cells","Solid organ malignancies",""
"B201z","Malignant neoplasm of auditory tube, middle ear and mastoid air cells NOS","Solid organ malignancies",""
"B203.","Malignant tumour of ethmoid sinus","Solid organ malignancies",""
"B205.","Malignant tumour of sphenoid sinus","Solid organ malignancies",""
"B21..","Malignant tumour of larynx","Solid organ malignancies",""
"B210.","Malignant tumour of glottis","Solid organ malignancies",""
"B211.","Malignant tumour of supraglottis","Solid organ malignancies",""
"B212.","Malignant tumour of subglottis","Solid organ malignancies",""
"B213.","Malignant tumour of laryngeal cartilage","Solid organ malignancies",""
"B213z","Malignant neoplasm of laryngeal cartilage NOS","Solid organ malignancies",""
"B21y.","Malignant neoplasm of larynx, other specified site","Solid organ malignancies",""
"B21z.","Malignant neoplasm of larynx NOS","Solid organ malignancies",""
"B22..","Malignant neoplasm of trachea, bronchus and lung","Solid organ malignancies",""
"B221.","Malignant neoplasm of main bronchus","Solid organ malignancies",""
"B2210","Malignant neoplasm of carina of bronchus","Solid organ malignancies",""
"B2211","Malignant neoplasm of hilus of lung","Solid organ malignancies",""
"B221z","Malignant neoplasm of main bronchus NOS","Solid organ malignancies",""
"B2220","Malignant neoplasm of upper lobe bronchus","Solid organ malignancies",""
"B2221","Malignant neoplasm of upper lobe of lung","Solid organ malignancies",""
"B222z","Malignant neoplasm of upper lobe, bronchus or lung NOS","Solid organ malignancies",""
"B223.","Malignant neoplasm of middle lobe, bronchus or lung","Solid organ malignancies",""
"B2231","Malignant neoplasm of middle lobe of lung","Solid organ malignancies",""
"B224.","Malignant neoplasm of lower lobe, bronchus or lung","Solid organ malignancies",""
"B2240","Malignant neoplasm of lower lobe bronchus","Solid organ malignancies",""
"B2241","Malignant neoplasm of lower lobe of lung","Solid organ malignancies",""
"B224z","Malignant neoplasm of lower lobe, bronchus or lung NOS","Solid organ malignancies",""
"B225.","Malignant neoplasm of overlapping lesion of bronchus and lung","Solid organ malignancies",""
"B22y.","Malignant neoplasm of other sites of bronchus or lung","Solid organ malignancies",""
"B22z.","Malignant neoplasm lung: [of bronchus or lung NOS] or [lung cancer]","Solid organ malignancies",""
"B23..","Malignant tumour of pleura","Solid organ malignancies",""
"B240.","Malignant tumour of thymus","Solid organ malignancies",""
"B26..","Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs","Solid organ malignancies",""
"B2z..","Malignant neoplasm of other and ill-defined sites within the respiratory and intrathoracic organs","Solid organ malignancies",""
"B30..","Malignant neoplasm of bone and articular cartilage (& [chondroma] or [osteoma])","Solid organ malignancies",""
"B3001","Malignant neoplasm of frontal bone","Solid organ malignancies",""
"B301.","Malignant neoplasm of mandible","Solid organ malignancies",""
"B302.","Malignant neoplasm of vertebral column","Solid organ malignancies",""
"B3022","Malignant neoplasm of lumbar vertebra","Solid organ malignancies",""
"B302z","Malignant neoplasm of vertebral column NOS","Solid organ malignancies",""
"B303.","Malignant neoplasm of ribs, sternum and clavicle","Solid organ malignancies",""
"B3030","Malignant neoplasm of rib","Solid organ malignancies",""
"B304.","Malignant neoplasm of scapula and long bones of upper arm","Solid organ malignancies",""
"B306.","Malignant neoplasm of pelvic bones, sacrum and coccyx","Solid organ malignancies",""
"B3070","Malignant neoplasm of femur","Solid organ malignancies",""
"B30z.","Malignant neoplasm of bone and articular cartilage NOS","Solid organ malignancies",""
"B31..","Malignant neoplasm of connective and other soft tissue","Solid organ malignancies",""
"B3101","Malignant tumour of soft tissue of face","Solid organ malignancies",""
"B310z","Malignant neoplasm of connective and soft tissue of head, face, and neck","Solid organ malignancies",""
"B3121","Malignant neoplasm of connective and soft tissue of thigh and upper leg","Solid organ malignancies",""
"B3123","Malignant neoplasm of connective and soft tissue of lower leg","Solid organ malignancies",""
"B3124","Malignant neoplasm of connective and soft tissue of foot","Solid organ malignancies",""
"B31y.","Malignant neoplasm of connective and soft tissue of other specified site","Solid organ malignancies",""
"B31z.","Malignant neoplasm of connective and soft tissue, site NOS","Solid organ malignancies",""
"B32..","Malignant melanoma of skin","Solid organ malignancies",""
"B3220","Malignant melanoma of auricle (ear)","Solid organ malignancies",""
"B322z","Malignant melanoma of ear and external auricular canal NOS","Solid organ malignancies",""
"B323.","Malignant melanoma of other and unspecified parts of face","Solid organ malignancies",""
"B3230","Malignant melanoma of external surface of cheek","Solid organ malignancies",""
"B3233","Malignant melanoma of forehead","Solid organ malignancies",""
"B3234","Malignant melanoma of external surface of nose","Solid organ malignancies",""
"B3235","Malignant melanoma of temple","Solid organ malignancies",""
"B323z","Malignant melanoma of face NOS","Solid organ malignancies",""
"B324.","Malignant melanoma of scalp and neck","Solid organ malignancies",""
"B3240","Malignant melanoma of scalp","Solid organ malignancies",""
"B3241","Malignant melanoma of neck","Solid organ malignancies",""
"B325.","Malignant melanoma of trunk (excluding scrotum)","Solid organ malignancies",""
"B3250","Malignant melanoma of axilla","Solid organ malignancies",""
"B3251","Malignant melanoma of breast","Solid organ malignancies",""
"B3252","Malignant melanoma of buttock","Solid organ malignancies",""
"B3253","Malignant melanoma of groin","Solid organ malignancies",""
"B3254","Malignant melanoma of perianal skin","Solid organ malignancies",""
"B3255","Malignant melanoma of perineum","Solid organ malignancies",""
"B325z","Malignant melanoma of trunk, excluding scrotum, NOS","Solid organ malignancies",""
"B326.","Malignant melanoma of upper limb and shoulder","Solid organ malignancies",""
"B3260","Malignant melanoma of shoulder","Solid organ malignancies",""
"B3261","Malignant melanoma of upper arm","Solid organ malignancies",""
"B3262","Malignant melanoma of fore-arm","Solid organ malignancies",""
"B3263","Malignant melanoma of hand","Solid organ malignancies",""
"B3264","Malignant melanoma of finger","Solid organ malignancies",""
"B3265","Malignant melanoma of thumb","Solid organ malignancies",""
"B327.","Malignant melanoma of lower limb and hip","Solid organ malignancies",""
"B3270","Malignant melanoma of hip","Solid organ malignancies",""
"B3271","Malignant melanoma of thigh","Solid organ malignancies",""
"B3272","Malignant melanoma of knee","Solid organ malignancies",""
"B3273","Malignant melanoma of popliteal fossa area","Solid organ malignancies",""
"B3274","Malignant melanoma of lower leg","Solid organ malignancies",""
"B3275","Malignant melanoma of ankle","Solid organ malignancies",""
"B3276","Malignant melanoma of heel","Solid organ malignancies",""
"B3277","Malignant melanoma of foot","Solid organ malignancies",""
"B3278","Malignant melanoma of toe","Solid organ malignancies",""
"B3279","Malignant melanoma of great toe","Solid organ malignancies",""
"B327z","Malignant melanoma of lower limb or hip NOS","Solid organ malignancies",""
"B32y.","Malignant melanoma of other specified skin site","Solid organ malignancies",""
"B32z.","Malignant melanoma of skin NOS","Solid organ malignancies",""
"B34..","Malignant neoplasm of female breast","Solid organ malignancies",""
"B340.","Malignant neoplasm of nipple and areola of female breast","Solid organ malignancies",""
"B3400","Malignant neoplasm of nipple of female breast","Solid organ malignancies",""
"B341.","Malignant neoplasm of central part of female breast","Solid organ malignancies",""
"B342.","Malignant neoplasm of upper-inner quadrant of female breast","Solid organ malignancies",""
"B343.","Malignant neoplasm of lower-inner quadrant of female breast","Solid organ malignancies",""
"B344.","Malignant neoplasm of upper-outer quadrant of female breast","Solid organ malignancies",""
"B345.","Malignant neoplasm of lower-outer quadrant of female breast","Solid organ malignancies",""
"B346.","Malignant neoplasm of axillary tail of female breast","Solid organ malignancies",""
"B347.","Malignant neoplasm, overlapping lesion of breast","Solid organ malignancies",""
"B34y.","Malignant neoplasm of other site of female breast","Solid organ malignancies",""
"B34yz","Malignant neoplasm of other site of female breast NOS","Solid organ malignancies",""
"B34z.","Malignant neoplasm of female breast NOS","Solid organ malignancies",""
"B35..","Malignant neoplasm of male breast","Solid organ malignancies",""
"B35zz","Malignant neoplasm of male breast NOS","Solid organ malignancies",""
"B4...","Malignant neoplasm of genitourinary organ (& [carcinoma])","Solid organ malignancies",""
"B40..","Malignant neoplasm of uterus, part unspecified","Solid organ malignancies",""
"B41..","Malignant neoplasm of cervix uteri (& carcinoma)","Solid organ malignancies",""
"B410.","Malignant neoplasm of endocervix","Solid organ malignancies",""
"B4100","Malignant neoplasm of endocervical canal","Solid organ malignancies",""
"B410z","Malignant neoplasm of endocervix NOS","Solid organ malignancies",""
"B411.","Malignant neoplasm of exocervix","Solid organ malignancies",""
"B41y.","Malignant neoplasm of other site of cervix","Solid organ malignancies",""
"B41z.","Malignant neoplasm of cervix uteri NOS","Solid organ malignancies",""
"B420.","Choriocarcinoma","Solid organ malignancies",""
"B43..","Malignant tumour of body of uterus","Solid organ malignancies",""
"B430.","Malignant neoplasm of corpus uteri, excluding isthmus","Solid organ malignancies",""
"B4301","Malignant neoplasm of fundus of corpus uteri","Solid organ malignancies",""
"B4302","Malignant neoplasm of endometrium of corpus uteri","Solid organ malignancies",""
"B430z","Malignant neoplasm of corpus uteri NOS","Solid organ malignancies",""
"B432.","Malignant neoplasm of overlapping lesion of corpus uteri","Solid organ malignancies",""
"B43y.","Malignant neoplasm of other site of uterine body","Solid organ malignancies",""
"B43z.","Malignant neoplasm of body of uterus NOS","Solid organ malignancies",""
"B44..","Malignant neoplasm of ovary and other uterine adnexa","Solid organ malignancies",""
"B440.","Malignant tumour of ovary","Solid organ malignancies",""
"B441.","Malignant tumour of fallopian tube","Solid organ malignancies",""
"B450.","Malignant tumour of vagina","Solid organ malignancies",""
"B451.","Malignant neoplasm of labia majora","Solid organ malignancies",""
"B4510","Malignant neoplasm of greater vestibular (Bartholin's) gland","Solid organ malignancies",""
"B454.","Malignant neoplasm of vulva: [unspecified] or [primary cancer]","Solid organ malignancies",""
"B45z.","Malignant neoplasm of female genital organ NOS","Solid organ malignancies",""
"B46..","Malignant tumour of prostate","Solid organ malignancies",""
"B47..","Malignant tumour of testis","Solid organ malignancies",""
"B470.","Malignant tumour of undescended testis","Solid organ malignancies",""
"B4701","Malignant tumour of retained testis","Solid organ malignancies",""
"B471.","Malignant neoplasm of descended testis","Solid organ malignancies",""
"B47z.","Malignant neoplasm of testis: [NOS] or [seminoma] or [teratoma]","Solid organ malignancies",""
"B48..","Malignant neoplasm of penis and other male genital organs","Solid organ malignancies",""
"B481.","Malignant tumour of glans penis","Solid organ malignancies",""
"B482.","Malignant tumour of body of penis","Solid organ malignancies",""
"B483.","Malignant neoplasm of penis, part unspecified","Solid organ malignancies",""
"B485.","Malignant tumour of spermatic cord","Solid organ malignancies",""
"B48y0","Malignant tumour of seminal vesicle","Solid organ malignancies",""
"B48yz","Malignant neoplasm of other male genital organ NOS","Solid organ malignancies",""
"B49..","Malignant tumour of urinary bladder","Solid organ malignancies",""
"B490.","Malignant tumour of trigone of urinary bladder","Solid organ malignancies",""
"B491.","Malignant tumour of vault of bladder","Solid organ malignancies",""
"B492.","Malignant neoplasm of lateral wall of urinary bladder","Solid organ malignancies",""
"B493.","Malignant neoplasm of anterior wall of urinary bladder","Solid organ malignancies",""
"B494.","Malignant neoplasm of posterior wall of urinary bladder","Solid organ malignancies",""
"B495.","Malignant tumour of bladder neck","Solid organ malignancies",""
"B496.","Malignant tumour of ureteric orifice","Solid organ malignancies",""
"B49y.","Malignant neoplasm of other site of urinary bladder","Solid organ malignancies",""
"B49z.","Malignant neoplasm of urinary bladder NOS","Solid organ malignancies",""
"B4A..","Malignant renal neoplasm (& [other unspecified urinary organs])","Solid organ malignancies",""
"B4A0.","Malignant tumour of kidney parenchyma","Solid organ malignancies",""
"B4A00","Hypernephroma","Solid organ malignancies",""
"B4A1.","Malignant tumour of renal pelvis","Solid organ malignancies",""
"B4A10","Malignant tumour of renal calyx","Solid organ malignancies",""
"B4A1z","Malignant neoplasm of renal pelvis NOS","Solid organ malignancies",""
"B4A2.","Malignant tumour of ureter","Solid organ malignancies",""
"B4A3.","Malignant tumour of urethra","Solid organ malignancies",""
"B4Az.","Malignant neoplasm of kidney or urinary organs NOS","Solid organ malignancies",""
"B4y..","Malignant neoplasm of genitourinary organ otherwise specified","Solid organ malignancies",""
"B5...","Malignant neoplasm of other and unspecified sites: (& [[carcinoma])","Solid organ malignancies",""
"B50..","Malignant tumour of eye","Solid organ malignancies",""
"B5000","Malignant tumour of ciliary body","Solid organ malignancies",""
"B5001","Malignant tumour of iris","Solid organ malignancies",""
"B501.","Malignant tumour of orbit","Solid organ malignancies",""
"B503.","Malignant tumour of conjunctiva","Solid organ malignancies",""
"B505.","Malignant tumour of retina","Solid organ malignancies",""
"B506.","Malignant tumour of choroid","Solid organ malignancies",""
"B5070","Malignant neoplasm of lacrimal sac","Solid organ malignancies",""
"B50y.","Malignant neoplasm of other specified site of eye","Solid organ malignancies",""
"B50z.","Malignant neoplasm of eye NOS","Solid organ malignancies",""
"B510.","Malignant neoplasm of cerebrum (excluding lobes and ventricles)","Solid organ malignancies",""
"B5100","Malignant neoplasm of basal ganglia","Solid organ malignancies",""
"B510z","Malignant neoplasm of cerebrum NOS","Solid organ malignancies",""
"B511.","Malignant neoplasm of frontal lobe","Solid organ malignancies",""
"B512.","Malignant neoplasm of temporal lobe","Solid organ malignancies",""
"B513.","Malignant neoplasm of parietal lobe","Solid organ malignancies",""
"B514.","Malignant neoplasm of occipital lobe","Solid organ malignancies",""
"B516.","Malignant neoplasm of cerebellum","Solid organ malignancies",""
"B517.","Malignant neoplasm of brainstem","Solid organ malignancies",""
"B51z.","Malignant neoplasm of brain NOS","Solid organ malignancies",""
"B52..","Malignant neoplasm of other and unspecified parts of nervous system","Solid organ malignancies",""
"B522.","Malignant tumour of spinal cord","Solid organ malignancies",""
"B5241","Malignant neoplasm of peripheral nerves of upper limb, including shoulder","Solid organ malignancies",""
"B5242","Malignant neoplasm of peripheral nerves of lower limb, including hip","Solid organ malignancies",""
"B525.","Malignant neoplasm of cauda equina","Solid organ malignancies",""
"B53..","Malignant tumour of thyroid gland","Solid organ malignancies",""
"B54..","Malignant neoplasm of other endocrine glands and related structures","Solid organ malignancies",""
"B540.","Malignant neoplasm of adrenal gland (& phaeochromocytoma)","Solid organ malignancies",""
"B5400","Malignant tumour of adrenal cortex","Solid organ malignancies",""
"B541.","Malignant tumour of parathyroid gland","Solid organ malignancies",""
"B5420","Malignant tumour of pituitary gland","Solid organ malignancies",""
"B55..","Malignant neoplasm of other and ill-defined sites","Solid organ malignancies",""
"B550.","Malignant neoplasm of head, neck and face","Solid organ malignancies",""
"B5500","Malignant neoplasm of head NOS","Solid organ malignancies",""
"B5501","Malignant neoplasm of cheek NOS","Solid organ malignancies",""
"B5503","Malignant neoplasm of jaw NOS","Solid organ malignancies",""
"B5504","Malignant neoplasm of neck NOS","Solid organ malignancies",""
"B5510","Malignant neoplasm of axilla NOS","Solid organ malignancies",""
"B552.","Malignant tumour of abdomen","Solid organ malignancies",""
"B553.","Malignant tumour of pelvis","Solid organ malignancies",""
"B554.","Malignant neoplasm of upper limb NOS","Solid organ malignancies",""
"B55yz","Malignant neoplasm of specified site NOS","Solid organ malignancies",""
"B56..","(Lymph node metastases) or (secondary and unspecified malignant neoplasm of lymph nodes)","Solid organ malignancies",""
"B5602","Secondary and unspecified malignant neoplasm of superficial cervical lymph nodes","Solid organ malignancies",""
"B5608","Secondary and unspecified malignant neoplasm of anterior cervical lymph nodes","Solid organ malignancies",""
"B5619","Secondary and unspec malig neop pulmonary lymph nodes","Solid organ malignancies",""
"B562.","Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes","Solid organ malignancies",""
"B563.","Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes","Solid organ malignancies",""
"B5630","Secondary and unspecified malignant neoplasm of axillary lymph nodes","Solid organ malignancies",""
"B564.","Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes","Solid organ malignancies",""
"B5640","Secondary and unspecified malignant neoplasm of superficial inguinal lymph nodes","Solid organ malignancies",""
"B56z.","Secondary and unspecified malignant neoplasm of lymph nodes NOS","Solid organ malignancies",""
"B570.","Metastasis to lung","Solid organ malignancies",""
"B571.","Metastasis to mediastinum","Solid organ malignancies",""
"B572.","Metastasis to pleura","Solid organ malignancies",""
"B5750","Secondary malignant neoplasm of colon","Solid organ malignancies",""
"B576.","Secondary malignant neoplasm of retroperitoneum and peritoneum","Solid organ malignancies",""
"B5760","Metastasis to retroperitoneum","Solid organ malignancies",""
"B5761","Metastasis to peritoneum","Solid organ malignancies",""
"B577.","Metastasis to liver","Solid organ malignancies",""
"B58..","Secondary [malignant neoplasm] or [carcinoma] of other specified sites","Solid organ malignancies",""
"B580.","Metastasis to kidney","Solid organ malignancies",""
"B5810","Metastasis to ureter","Solid organ malignancies",""
"B5811","Metastasis to bladder","Solid organ malignancies",""
"B582.","Metastasis to skin","Solid organ malignancies",""
"B582z","Secondary malignant neoplasm of skin NOS","Solid organ malignancies",""
"B5830","Metastasis to brain","Solid organ malignancies",""
"B5831","Metastasis to spinal cord","Solid organ malignancies",""
"B585.","Metastasis to bone","Solid organ malignancies",""
"B586.","Metastasis to ovary","Solid organ malignancies",""
"B587.","Metastasis to adrenal gland","Solid organ malignancies",""
"B58y0","Metastasis to breast","Solid organ malignancies",""
"B58y5","Metastasis to prostate","Solid organ malignancies",""
"B58y6","Metastasis to testis","Solid organ malignancies",""
"B58yz","Secondary malignant neoplasm of other specified site NOS","Solid organ malignancies",""
"B59..","Malignant neoplasm of unspecified site","Solid organ malignancies",""
"B591.","Other malignant neoplasm NOS","Solid organ malignancies",""
"B5y..","Malignant neoplasm of other and unspecified site otherwise specified","Solid organ malignancies",""
"B5z..","Malignant neoplasm of other and unspecified site NOS","Solid organ malignancies",""
"B8083","Carcinoma in situ of gallbladder","Solid organ malignancies",""
"B8085","Carcinoma in situ of common bile duct","Solid organ malignancies",""
"B8086","Carcinoma in situ of ampulla of Vater","Solid organ malignancies",""
"B80z0","Carcinoma in situ of pancreas","Solid organ malignancies",""
"B830.","Carcinoma in situ of breast","Solid organ malignancies",""
"B9030","Neoplasm of uncertain behaviour of liver","Solid organ malignancies",""
"B9037","Neoplasm of uncertain behaviour of sphincter of Oddi","Solid organ malignancies",""
"BB02.","Malignant tumour morphology","Solid organ malignancies",""
"BB04.","Malignant tumour - uncertain whether primary or metastatic","Solid organ malignancies",""
"BB07.","Malignant tumour cells","Solid organ malignancies",""
"BB08.","Malignant tumour - small cell type","Solid organ malignancies",""
"BB09.","Malignant tumour - giant cell type","Solid organ malignancies",""
"BB0A.","Malignant tumour - fusiform cell type","Solid organ malignancies",""
"BB13.","[M]Carcinoma, metastatic, NOS","Solid organ malignancies",""
"BB14.","[M]Carcinomatosis","Solid organ malignancies",""
"BB1K.","Oat cell carcinoma","Solid organ malignancies",""
"BB2B.","[M]Squamous cell carcinoma, metastatic NOS","Solid organ malignancies",""
"BB53.","[M]Adenocarcinoma, metastatic, NOS","Solid organ malignancies",""
"BB57.","Adenocarcinoma - intestinal type","Solid organ malignancies",""
"BB5a0","Renal cell carcinoma - morphology","Solid organ malignancies",""
"BB5b.","Granular cell carcinoma","Solid organ malignancies",""
"BB5C.","[M]Gastrinoma and carcinomas","Solid organ malignancies",""
"BB5Cz","[M]Gastrinoma or carcinoma NOS","Solid organ malignancies",""
"BB5D1","Cholangiocarcinoma","Solid organ malignancies",""
"BB5D3","Bile duct cystadenocarcinoma","Solid organ malignancies",""
"BB5D5","[M]Hepatocellular carcinoma NOS","Solid organ malignancies",""
"BB5D7","[M]Combined hepatocellular carcinoma and cholangiocarcinoma","Solid organ malignancies",""
"BB5f1","[M]Follicular adenocarcinoma NOS","Solid organ malignancies",""
"BB5f2","Follicular adenocarcinoma - well differentiated","Solid organ malignancies",""
"BB5f6","Papillary and follicular adenocarcinoma","Solid organ malignancies",""
"BB5j2","Endometrioid carcinoma","Solid organ malignancies",""
"BB5R.","Carcinoid tumour - morphology","Solid organ malignancies",""
"BB5R0","[M]Carcinoid tumour NOS","Solid organ malignancies",""
