"Code","Description","Condition","Sub-condition"
"XaIUt","Chronic obstructive pulmonary disease self-management plan given","COPD","COPD"
"XaJ4k","Excepted from COPD quality indicators: Patient unsuitable","COPD","COPD"
"XaJFu","Admit COPD emergency","COPD","COPD"
"XaJlS","Chronic obstructive pulmonary disease monitoring administration","COPD","COPD"
"XaJlT","Chronic obstructive pulmonary disease monitoring 1st letter","COPD","COPD"
"XaJlU","Chronic obstructive pulmonary disease monitoring 2nd letter","COPD","COPD"
"XaJlV","Chronic obstructive pulmonary disease monitoring 3rd letter","COPD","COPD"
"XaJlW","Chronic obstructive pulmonary disease monitoring verbal invite","COPD","COPD"
"XaJlY","Chronic obstructive pulmonary disease monitoring phone invite","COPD","COPD"
"XaJYf","Chronic obstructive pulmonary disease clinical management plan","COPD","COPD"
"XaK8R","Chronic obstructive pulmonary disease accident and emergency attendance since last visit","COPD","COPD"
"XaK8S","Emergency chronic obstructive pulmonary disease admission since last appointment","COPD","COPD"
"XaK8U","Number of chronic obstructive pulmonary disease exacerbations in past year","COPD","COPD"
"XaKzy","Multiple chronic obstructive pulmonary disease emergency hospital admissions","COPD","COPD"
"XaN4a","Very severe chronic obstructive pulmonary disease","COPD","COPD"
"XaPls","Referred for chronic obstructive pulmonary disease structured smoking assessment","COPD","COPD"
"XaPlu","Chronic obstructive pulmonary disease structured smoking assessment declined","COPD","COPD"
"XaPZH","Chronic obstructive pulmonary disease patient unsuitable for pulmonary rehabilitation","COPD","COPD"
"XaPzu","At risk of chronic obstructive pulmonary disease exacerbation","COPD","COPD"
"XaRCG","Step down change in chronic obstructive pulmonary disease management plan","COPD","COPD"
"XaRCH","Step up change in chronic obstructive pulmonary disease management plan","COPD","COPD"
"XaW9D","Issue of chronic obstructive pulmonary disease rescue pack","COPD","COPD"
"XaXCa","Chronic obstructive pulmonary disease 3 monthly review","COPD","COPD"
"XaXCb","Chronic obstructive pulmonary disease 6 monthly review","COPD","COPD"
"XaXnt","General practitioner out of hours service notified of chronic obstructive pulmonary disease care plan","COPD","COPD"
"XaY05","Chronic obstructive pulmonary disease medication optimisation","COPD","COPD"
"XaY0w","Referral to chronic obstructive pulmonary disease community nursing team","COPD","COPD"
"XaYbA","Chronic obstructive pulmonary disease self-management plan agreed","COPD","COPD"
"XaYuZ","Chronic obstructive pulmonary disease rescue pack not indicated","COPD","COPD"
"XaYZO","Chronic obstructive pulmonary disease self-management plan review","COPD","COPD"
"XaZ6U","On chronic obstructive pulmonary disease supportive care pathway","COPD","COPD"
"XaZ8t","Has chronic obstructive pulmonary disease care plan","COPD","COPD"
"XaZd1","Acute non-infective exacerbation of chronic obstructive pulmonary disease","COPD","COPD"
"XaZee","Chronic obstructive pulmonary disease care pathway","COPD","COPD"
"XaZoz","Seen in chronic obstructive pulmonary disease clinic","COPD","COPD"
"XaZp7","Chronic obstructive pulmonary disease rescue pack declined","COPD","COPD"
"XaZp8","Chronic obstructive pulmonary disease written self management plan declined","COPD","COPD"
"XE0YN","Bullous emphysema with collapse","COPD","COPD"
"XE0YP","Other emphysema NOS","COPD","COPD"
"XE2Pp","History of chronic obstructive pulmonary disease","COPD","COPD"
