"Code","Description","Condition","Sub-condition"
"X00DK","Posterior cerebral circulation haemorrhagic infarction","Stroke","Ischaemic stroke"
"X00DN","Subcortical cerebral haemorrhage","Stroke","Intracerebral haemorrhage"
"X00DO","Thalamic haemorrhage","Stroke","Intracerebral haemorrhage"
"X00DQ","Brainstem haemorrhage","Stroke","Intracerebral haemorrhage"
"X00DR","Stroke of uncertain pathology","Stroke","Stroke NOS"
"X00DS","Anterior circulation stroke of uncertain pathology","Stroke","Stroke NOS"
"X00DT","Posterior circulation stroke of uncertain pathology","Stroke","Stroke NOS"
"Xa00I","Occipital cerebral infarction","Stroke","Ischaemic stroke"
"Xa00J","Cerebellar infarction","Stroke","Ischaemic stroke"
"Xa00K","Brainstem infarction","Stroke","Ischaemic stroke"
"Xa00M","Wallenberg syndrome","Stroke","Ischaemic stroke"
"Xa0kZ","Cerebral infarction","Stroke","Ischaemic stroke"
"Xa1hE","Extension of cerebrovascular accident","Stroke","Stroke NOS"
"Xa3fV","Cerebral artery occlusion NOS","Stroke","Ischaemic stroke"
"XaB4Z","Multiple lacunar infarcts","Stroke","Ischaemic stroke"
"XaBEC","Left sided cerebral infarction","Stroke","Ischaemic stroke"
"XaBED","Right sided cerebral infarction","Stroke","Ischaemic stroke"
"XaBL3","H/O: Stroke in last year","Stroke","Stroke NOS"
"XaBM4","Left sided intracerebral haemorrhage, unspecified","Stroke","Intracerebral haemorrhage"
"XaBM5","Right sided intracerebral haemorrhage, unspecified","Stroke","Intracerebral haemorrhage"
"XaEGq","Stroke NOS","Stroke","Stroke NOS"
"XaIzF","Stroke annual review","Stroke","Stroke NOS"
"XaJ4b","Excepted from stroke quality indicators: Patient unsuitable","Stroke","Stroke NOS"
"XaJ4c","Excepted from stroke quality indicators: Informed dissent","Stroke","Stroke NOS"
"XaJ4O","Exception reporting: stroke quality indicators","Stroke","Stroke NOS"
"XaJgQ","Infarction of basal ganglia","Stroke","Ischaemic stroke"
"XaJi5","Referral to multidisciplinary stroke function improvement service","Stroke","Stroke NOS"
"XaKSH","Haemorrhagic stroke monitoring","Stroke","Intracerebral haemorrhage"
"XaLtA","Delivery of rehabilitation for stroke","Stroke","Stroke NOS"
"XaQbK","Pure motor lacunar syndrome","Stroke","Stroke NOS"
"XaQbM","Pure sensory lacunar syndrome","Stroke","Stroke NOS"
"XaR68","Stroke 6 month review","Stroke","Stroke NOS"
"XaYbE","Stroke self-management plan agreed","Stroke","Stroke NOS"
"XaYm4","Stroke initial post discharge review","Stroke","Stroke NOS"
"XaYZQ","Stroke self-management plan review","Stroke","Stroke NOS"
"XE0VF","Cerebral parenchymal haemorrhage","Stroke","Intracerebral haemorrhage"
"XE0VG","Precerebral arterial occlusion","Stroke","Ischaemic stroke"
"XE0VJ","Cerebral infarction NOS","Stroke","Ischaemic stroke"
"XE0Wy","Cerebral haemorrhage NOS","Stroke","Intracerebral haemorrhage"
"XE0X2","(Cerebral infarct) or (cerebrovascular accident) or (undefined stroke/CVA) or (stroke NOS)","Stroke","Stroke NOS"
"XE2aB","Stroke and cerebrovascular accident unspecified","Stroke","Stroke NOS"
"XE2te","H/O: CVA/stroke","Stroke","Stroke NOS"
"XM0rV","Cerebral haemorrhage","Stroke","Intracerebral haemorrhage"
"XM1R2","H/O: CVA","Stroke","Stroke NOS"
"XM1R3","H/O: stroke","Stroke","Stroke NOS"
