"Code","Description","Condition","Sub-condition"
"F25yz","Other forms of epilepsy NOS","Epilepsy","Epilepsy"
"F25z.","(Epilepsy NOS) or (fit in known epileptic NOS)","Epilepsy","Epilepsy"
"Fyu50","[X]Other generalised epilepsy and epileptic syndromes","Epilepsy","Epilepsy"
"Fyu51","[X]Other epilepsy","Epilepsy","Epilepsy"
"Fyu59","[X]Status epilepticus, unspecified","Epilepsy","Epilepsy"
"SC200","Traumatic epilepsy","Epilepsy","Epilepsy"
"X005m","Localisation-related epilepsy","Epilepsy","Epilepsy"
"X005x","Localisation-related symptomatic epilepsy","Epilepsy","Epilepsy"
"X0060","Lateral temporal epilepsy","Epilepsy","Epilepsy"
"X0061","Frontal lobe epilepsy","Epilepsy","Epilepsy"
"X006c","Symptomatic generalised epilepsy","Epilepsy","Epilepsy"
"X006e","Early infantile epileptic encephalopathy with suppression bursts","Epilepsy","Epilepsy"
"X006g","Situation-related seizures","Epilepsy","Epilepsy"
"X006G","Idiopathic generalised epilepsy","Epilepsy","Epilepsy"
"X006j","Seizures in response to acute event","Epilepsy","Epilepsy"
"X006k","Reflex anoxic seizures","Epilepsy","Epilepsy"
"X006K","Juvenile absence epilepsy","Epilepsy","Epilepsy"
"X006L","Juvenile myoclonic epilepsy","Epilepsy","Epilepsy"
"X006M","Epilepsy with grand mal seizures on awakening","Epilepsy","Epilepsy"
"X006N","Cryptogenic generalised epilepsy","Epilepsy","Epilepsy"
"X006t","Drug-induced epilepsy","Epilepsy","Epilepsy"
"X006u","Alcohol-induced epilepsy","Epilepsy","Epilepsy"
"X006w","Menstrual epilepsy","Epilepsy","Epilepsy"
"X006x","Nocturnal epilepsy","Epilepsy","Epilepsy"
"X006y","Photosensitive epilepsy","Epilepsy","Epilepsy"
"X0077","Toothbrushing epilepsy","Epilepsy","Epilepsy"
"X007B","Status epilepticus","Epilepsy","Epilepsy"
"X007G","Complex partial status epilepticus","Epilepsy","Epilepsy"
"X00RU","Epileptic psychosis","Epilepsy","Epilepsy"
"X74WP","Epilepsy monitoring status","Epilepsy","Epilepsy"
"Xa0lJ","Localisation-related idiopathic epilepsy","Epilepsy","Epilepsy"
"XaB4S","Jacksonian, focal or motor epilepsy","Epilepsy","Epilepsy"
"XaB4T","Psychomotor epilepsy","Epilepsy","Epilepsy"
"XaC34","Fit (in known epileptic) NOS","Epilepsy","Epilepsy"
"XaFjh","Epilepsy control good","Epilepsy","Epilepsy"
"XaFji","Epilepsy control poor","Epilepsy","Epilepsy"
"XaJB4","Epilepsy restricts employment","Epilepsy","Epilepsy"
"XaJBa","Epilepsy management plan given","Epilepsy","Epilepsy"
"XaJBb","Epilepsy severity","Epilepsy","Epilepsy"
"XaJBd","1 to 12 seizures a year","Epilepsy","Epilepsy"
"XaJBe","2 to 4 seizures a month","Epilepsy","Epilepsy"
"XaJBf","1 to 7 seizures a week","Epilepsy","Epilepsy"
"XaJBg","Daily seizures","Epilepsy","Epilepsy"
"XaJBh","Many seizures a day","Epilepsy","Epilepsy"
"XaJBn","Epilepsy confirmed","Epilepsy","Epilepsy"
"XaJBY","Epilepsy limits activities","Epilepsy","Epilepsy"
"XaJBZ","Epilepsy does not limit activities","Epilepsy","Epilepsy"
"XaJgP","Stress-induced epilepsy","Epilepsy","Epilepsy"
"XaKbx","Epilepsy monitoring call","Epilepsy","Epilepsy"
"XaKby","Epilepsy monitoring verbal invite","Epilepsy","Epilepsy"
"XaLMo","Epilepsy monitoring call first letter","Epilepsy","Epilepsy"
"XaLMp","Epilepsy monitoring call second letter","Epilepsy","Epilepsy"
"XaLMq","Epilepsy monitoring call third letter","Epilepsy","Epilepsy"
"XaMFq","Epilepsy monitoring telephone invite","Epilepsy","Epilepsy"
"XaQbJ","Petit mal (minor) epilepsy","Epilepsy","Epilepsy"
"XaRGS","Childhood absence epilepsy","Epilepsy","Epilepsy"
"XE15a","Epilepsy NOS","Epilepsy","Epilepsy"
"XE15I","Progressive myoclonic epilepsy","Epilepsy","Epilepsy"
"XE15Y","Convulsive status epilepticus","Epilepsy","Epilepsy"
"XE185","(Epilepsy) or (epileptic attack)","Epilepsy","Epilepsy"
