"Code","Description","Condition","Sub-condition"
"79281","Percutaneous transluminal balloon angioplasty of multiple coronary arteries","Coronary heart disease",""
"79282","Percutaneous transluminal balloon angioplasty of bypass graft of coronary artery","Coronary heart disease",""
"7928y","Other specified transluminal balloon angioplasty of coronary artery","Coronary heart disease",""
"7928z","Transluminal balloon angioplasty of coronary artery NOS","Coronary heart disease",""
"7929.","Other therapeutic transluminal operations on coronary artery","Coronary heart disease",""
"79290","Percutaneous transluminal laser coronary angioplasty","Coronary heart disease",""
"79291","Percutaneous transluminal coronary thrombolysis using streptokinase","Coronary heart disease",""
"79293","Percutaneous rotational coronary endarterectomy","Coronary heart disease",""
"792B0","Endarterectomy of coronary artery NEC","Coronary heart disease",""
"792C0","Replacement of coronary arteries using multiple methods","Coronary heart disease",""
"792D.","Other bypass of coronary artery","Coronary heart disease",""
"792Dy","Other specified other bypass of coronary artery","Coronary heart disease",""
"792Dz","Other bypass of coronary artery NOS","Coronary heart disease",""
"792y.","Other specified operations on coronary artery","Coronary heart disease",""
"7A540","Percutaneous transluminal angioplasty of artery NEC","Coronary heart disease",""
"7A545","Rotary blade angioplasty","Coronary heart disease",""
"7A6G1","Peroperative angioplasty","Coronary heart disease",""
"G3...","Ischaemic heart disease (& [arteriosclerotic])","Coronary heart disease",""
"G30..","(Myocardial infarction (& [acute] or [silent] or [cardiac rupture following])) or (coronary thrombosis)","Coronary heart disease",""
"G300.","Acute anterolateral myocardial infarction","Coronary heart disease",""
"G301.","Other specified anterior myocardial infarction","Coronary heart disease",""
"G3010","Acute anteroapical infarction","Coronary heart disease",""
"G3011","Acute anteroseptal myocardial infarction","Coronary heart disease",""
"G301z","Anterior myocardial infarction NOS","Coronary heart disease",""
"G302.","Acute inferolateral myocardial infarction","Coronary heart disease",""
"G303.","Acute inferoposterior infarction","Coronary heart disease",""
"G304.","Posterior myocardial infarction NOS","Coronary heart disease",""
"G305.","Lateral myocardial infarction NOS","Coronary heart disease",""
"G306.","True posterior myocardial infarction","Coronary heart disease",""
"G307.","Acute subendocardial infarction","Coronary heart disease",""
"G308.","Inferior myocardial infarction NOS","Coronary heart disease",""
"G30y.","Other acute myocardial infarction","Coronary heart disease",""
"G30y0","Acute atrial infarction","Coronary heart disease",""
"G30y2","Acute septal infarction","Coronary heart disease",""
"G30yz","Other acute myocardial infarction NOS","Coronary heart disease",""
"G30z.","Acute myocardial infarction NOS","Coronary heart disease",""
"G31..","Other acute and subacute ischaemic heart disease","Coronary heart disease",""
"G310.","Post-myocardial infarction syndrome","Coronary heart disease",""
"G311.","(Angina: [crescendo] or [unstable] or [at rest]) or (preinfarction syndrome) or (impending infarction)","Coronary heart disease",""
"G3110","Aborted myocardial infarction","Coronary heart disease",""
"G31y0","Acute coronary insufficiency","Coronary heart disease",""
"G31y2","Subendocardial ischaemia","Coronary heart disease",""
"G31yz","Other acute and subacute ischaemic heart disease NOS","Coronary heart disease",""
"G32..","Myocardial infarction: [old] or [healed] or [personal history of]","Coronary heart disease",""
"G33..","Angina","Coronary heart disease",""
"G330.","Angina decubitus","Coronary heart disease",""
"G3300","Nocturnal angina","Coronary heart disease",""
"G331.","Prinzmetal's angina","Coronary heart disease",""
"G33z.","Angina pectoris NOS","Coronary heart disease",""
"G34..","Other chronic ischaemic heart disease","Coronary heart disease",""
"G340.","Coronary (atherosclerosis or artery disease) or triple vessel disease of the heart","Coronary heart disease",""
"G343.","Generalised ischaemic myocardial dysfunction","Coronary heart disease",""
"G34y.","Other specified chronic ischaemic heart disease","Coronary heart disease",""
"G34y1","Chronic myocardial ischaemia","Coronary heart disease",""
"G34yz","Other specified chronic ischaemic heart disease NOS","Coronary heart disease",""
"G35..","Subsequent myocardial infarction","Coronary heart disease",""
"G351.","Subsequent myocardial infarction of inferior wall","Coronary heart disease",""
"G366.","Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction","Coronary heart disease",""
"G3y..","Other specified ischaemic heart disease","Coronary heart disease",""
"G3z..","Ischaemic heart disease NOS","Coronary heart disease",""
"G5y2.","Cardiovascular arteriosclerosis unspecified","Coronary heart disease",""
"Gyu30","[X]Other forms of angina pectoris","Coronary heart disease",""
"Gyu34","[X]Acute transmural myocardial infarction of unspecified site","Coronary heart disease",""
"Ua1eH","Ischaemic chest pain","Coronary heart disease",""
"X00tE","Coronary artery bypass grafting","Coronary heart disease",""
"X00tG","Coronary artery bypass graft x 1","Coronary heart disease",""
"X00tH","Coronary artery bypass grafts x 2","Coronary heart disease",""
"X00tI","Coronary artery bypass grafts x 3","Coronary heart disease",""
"X00tJ","Coronary artery bypass grafts x 4","Coronary heart disease",""
"X00tK","Coronary artery bypass grafts x 5","Coronary heart disease",""
"X00tM","Endarterectomy of coronary artery","Coronary heart disease",""
"X00tR","Percutaneous high speed rotational coronary atherectomy","Coronary heart disease",""
"X00tS","Angioplasty of coronary artery","Coronary heart disease",""
"X00tU","Insertion of coronary artery stent","Coronary heart disease",""
"X2006","Triple vessel disease of the heart","Coronary heart disease",""
"X2007","Angina at rest","Coronary heart disease",""
"X2008","Stable angina","Coronary heart disease",""
"X2009","Unstable angina","Coronary heart disease",""
"X200a","Silent myocardial infarction","Coronary heart disease",""
"X200A","New onset angina","Coronary heart disease",""
"X200C","Myocardial ischaemia","Coronary heart disease",""
"X200D","Silent myocardial ischaemia","Coronary heart disease",""
"X200e","Cardiac rupture after acute myocardial infarction","Coronary heart disease",""
"X200E","Myocardial infarction","Coronary heart disease",""
"X200G","Acute Q wave infarction - anteroseptal","Coronary heart disease",""
"X200I","Acute Q wave infarction - anterolateral","Coronary heart disease",""
"X200K","Acute inferior myocardial infarction","Coronary heart disease",""
"X200L","Acute Q wave infarction - inferior","Coronary heart disease",""
"X200M","Acute non-Q wave infarction - inferior","Coronary heart disease",""
"X200P","Acute lateral myocardial infarction","Coronary heart disease",""
"X200Q","Acute Q wave infarction - lateral","Coronary heart disease",""
"X200S","Acute widespread myocardial infarction","Coronary heart disease",""
"X200V","Acute posterior myocardial infarction","Coronary heart disease",""
"X200W","Old anterior myocardial infarction","Coronary heart disease",""
"X200X","Old inferior myocardial infarction","Coronary heart disease",""
"X200Y","Old lateral myocardial infarction","Coronary heart disease",""
"X200Z","Old posterior myocardial infarction","Coronary heart disease",""
"X201u","Post-infarction pericarditis","Coronary heart disease",""
"X203v","Coronary artery thrombosis","Coronary heart disease",""
"Xa0YL","Acute anterior myocardial infarction","Coronary heart disease",""
"Xa1dP","Ischaemic myocardial dysfunction","Coronary heart disease",""
"Xa7nH","Exercise-induced angina","Coronary heart disease",""
"XaAC3","Acute Q wave myocardial infarction","Coronary heart disease",""
"XaaUg","Emergency percutaneous coronary intervention","Coronary heart disease",""
"XaAzi","Acute non-Q wave infarction","Coronary heart disease",""
"XaBEB","[V]Presence of coronary artery bypass graft","Coronary heart disease",""
"XaBL1","H/O: Myocardial infarction in last year","Coronary heart disease",""
"XaBL2","H/O: Angina in last year","Coronary heart disease",""
"XaBL4","H/O: Treatment for ischaemic heart disease","Coronary heart disease",""
"XaD2b","Postoperative myocardial infarction","Coronary heart disease",""
"XaDyl","Percutaneous transluminal angioplasty of vascular graft","Coronary heart disease",""
"XaEgZ","Non-Q wave myocardial infarction","Coronary heart disease",""
"XaEXt","Post infarct angina","Coronary heart disease",""
"XaFsG","Refractory angina","Coronary heart disease",""
"XaFsH","Transient myocardial ischaemia","Coronary heart disease",""
"XaG1Q","Asymptomatic coronary heart disease","Coronary heart disease",""
"XaI9h","Coronary heart disease annual review","Coronary heart disease",""
"XaIf1","First myocardial infarction","Coronary heart disease",""
"XaIfL","Coronary heart disease medication review","Coronary heart disease",""
"XaINF","Acute coronary syndrome","Coronary heart disease",""
"XaIOW","Coronary heart disease review","Coronary heart disease",""
"XaIvK","Coronary heart disease monitoring 1st letter","Coronary heart disease",""
"XaIvL","Coronary heart disease monitoring 2nd letter","Coronary heart disease",""
"XaIvM","Coronary heart disease monitoring 3rd letter","Coronary heart disease",""
"XaIvN","Coronary heart disease monitoring verbal invitation","Coronary heart disease",""
"XaIwM","Acute ST segment elevation myocardial infarction","Coronary heart disease",""
"XaIwY","Acute non-ST segment elevation myocardial infarction","Coronary heart disease",""
"XaJ4J","Exception reporting: CHD quality indicators","Coronary heart disease",""
"XaJ4L","Excepted from CHD quality indicators: Patient unsuitable","Coronary heart disease",""
"XaJ4M","Excepted from CHD quality indicators: Informed dissent","Coronary heart disease",""
"XaJIU","Coronary artery bypass graft occlusion","Coronary heart disease",""
"XaJX0","Acute posterolateral myocardial infarction","Coronary heart disease",""
"XaLga","Percutaneous transluminal balloon angioplasty and stenting of coronary artery NOS","Coronary heart disease",""
"XaLgU","Percutaneous transluminal balloon angioplasty and stenting of coronary artery","Coronary heart disease",""
"XaLgV","Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug eluting stents into coronary artery","Coronary heart disease",""
"XaLgW","Percutaneous transluminal balloon angioplasty and insertion of 3 or more drug eluting stents into coronary artery","Coronary heart disease",""
"XaLgX","Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery","Coronary heart disease",""
"XaLgY","Percutaneous coronary balloon angioplasty and 3 or more stents into coronary artery NEC","Coronary heart disease",""
"XaLgZ","Other specified percutaneous transluminal balloon angioplasty and stenting of coronary artery","Coronary heart disease",""
"XaLhc","Percutaneous transluminal balloon angioplasty of artery","Coronary heart disease",""
"XaLSD","Insertion of drug-eluting coronary artery stent","Coronary heart disease",""
"XaMGk","Coronary heart disease monitoring telephone invite","Coronary heart disease",""
"XaMKE","Percutaneous transluminal cutting balloon angioplasty of coronary artery","Coronary heart disease",""
"XaMzU","Review of patient at risk from coronary heart disease","Coronary heart disease",""
"XaNxN","Admit ischaemic heart disease emergency","Coronary heart disease",""
"XaQk7","History of myocardial infarction","Coronary heart disease",""
"XaRFL","Exception reporting: myocardial infarction quality indicators","Coronary heart disease",""
"XaRFO","Excepted from myocardial infarction quality indicators: informed dissent","Coronary heart disease",""
"XaRFP","Excepted from myocardial infarction quality indicators: patient unsuitable","Coronary heart disease",""
"XaVvs","Coronary artery bypass graft operation planned","Coronary heart disease",""
"XaX1p","Coronary angioplasty planned","Coronary heart disease",""
"XaXew","Angina self management plan commenced","Coronary heart disease",""
"XaXex","Angina self management plan completed","Coronary heart disease",""
"XaXnr","Frequency of angina","Coronary heart disease",""
"XaZKd","H/O acute coronary syndrome","Coronary heart disease",""
"XaZlp","Referral to Angina Plan self-management programme","Coronary heart disease",""
"XaZSy","Percutaneous coronary intervention","Coronary heart disease",""
"XE0Em","Coronary artery operation","Coronary heart disease",""
"XE0En","Double anastomosis of mammary arteries to coronary arteries","Coronary heart disease",""
"XE0Uh","Acute myocardial infarction","Coronary heart disease",""
"XE0Ui","Worsening angina","Coronary heart disease",""
"XE0WC","Acute/subacute ischaemic heart disease NOS","Coronary heart disease",""
"XE0WG","Chronic ischaemic heart disease NOS","Coronary heart disease",""
"XE2aA","Old myocardial infarction","Coronary heart disease",""
"XE2Px","Single anastomosis of mammary artery to coronary artery NEC","Coronary heart disease",""
"XE2uV","Ischaemic heart disease","Coronary heart disease",""
"XM0rN","Coronary atherosclerosis","Coronary heart disease",""
"XM1M3","LIMA sequential anastomosis","Coronary heart disease",""
"ZV458","[V]Presence of coronary angioplasty implant and graft","Coronary heart disease",""
