"Code","Description","Condition","Sub-condition"
"N05z0","Osteoarthritis NOS, of unspecified site","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05z1","Osteoarthritis NOS, of shoulder region","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05z4","Osteoarthritis NOS, of the hand","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05z5","Osteoarthritis NOS, pelvic region/thigh","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05z6","Osteoarthritis NOS, of the lower leg","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05z7","Osteoarthritis NOS, of ankle and foot","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05z8","Osteoarthritis NOS, other specified site","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05z9","Osteoarthritis NOS, of shoulder","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zA","Osteoarthritis NOS, of sternoclavicular joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zB","Osteoarthritis NOS, of acromioclavicular joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zC","Osteoarthritis NOS, of elbow","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zE","Osteoarthritis NOS, of wrist","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zF","Osteoarthritis NOS, of metacarpophalangeal joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zG","Osteoarthritis NOS, of proximal interphalangeal joint of finger","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zH","Osteoarthritis NOS, of distal interphalangeal joint of finger","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zJ","Osteoarthritis NOS, of hip","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zK","Osteoarthritis NOS, of sacro-iliac joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zL","Osteoarthritis NOS, of knee","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05z.","Osteoarthritis NOS","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zN","Osteoarthritis NOS, of ankle","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zP","Osteoarthritis NOS, of subtalar joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zQ","Osteoarthritis NOS, of talonavicular joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zR","Osteoarthritis NOS, of other tarsal joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zS","Osteoarthritis NOS, of 1st metatarsophalangeal joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zT","Osteoarthritis NOS, of lesser metatarsophalangeal joint","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zU","Osteoarthritis NOS, of interphalangeal joint of toe","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"N05zz","Osteoarthritis NOS","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"Nyu25","[X]Other primary gonarthrosis","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"Nyu2D","[X]Other specified arthrosis","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
"Nyu2.","[X]Arthrosis","Osteoarthritis (excl spine)","Osteoarthritis (excl spine)"
